ID,receiver_country,receiver_region,receiver_name,receiver_category,receiver_category_subcode
795,Turkey,ASIA; NATO; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
795,Turkey,ASIA; NATO; MEA,,End user(s) / specially protected groups,
795,Turkey,ASIA; NATO; MEA,,Media,
795,Yemen,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
795,Yemen,ASIA; MENA; MEA,,State institutions / political system,
795,Yemen,ASIA; MENA; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
795,Yemen,ASIA; MENA; MEA,,End user(s) / specially protected groups,
795,Yemen,ASIA; MENA; MEA,,Media,
796,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,
796,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Energy
796,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Transportation
796,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Health
796,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Chemicals
796,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Defence industry
796,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
796,United States,NATO; NORTHAM,,State institutions / political system,
796,United States,NATO; NORTHAM,,Critical infrastructure,Energy
796,United States,NATO; NORTHAM,,Critical infrastructure,Transportation
796,United States,NATO; NORTHAM,,Critical infrastructure,Health
796,United States,NATO; NORTHAM,,Critical infrastructure,Chemicals
796,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
796,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
796,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,
796,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Energy
796,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Transportation
796,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Health
796,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Chemicals
796,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Defence industry
796,"Korea, Republic of",ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
796,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,
796,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Energy
796,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Transportation
796,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Health
796,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Chemicals
796,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Defence industry
796,Germany,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
796,India,ASIA; SASIA; SCO,,State institutions / political system,
796,India,ASIA; SASIA; SCO,,Critical infrastructure,Energy
796,India,ASIA; SASIA; SCO,,Critical infrastructure,Transportation
796,India,ASIA; SASIA; SCO,,Critical infrastructure,Health
796,India,ASIA; SASIA; SCO,,Critical infrastructure,Chemicals
796,India,ASIA; SASIA; SCO,,Critical infrastructure,Defence industry
796,India,ASIA; SASIA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
796,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,
796,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Energy
796,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Transportation
796,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Health
796,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Chemicals
796,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Critical infrastructure,Defence industry
796,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
796,Italy,EUROPE; NATO; EU,,State institutions / political system,
796,Italy,EUROPE; NATO; EU,,Critical infrastructure,Energy
796,Italy,EUROPE; NATO; EU,,Critical infrastructure,Transportation
796,Italy,EUROPE; NATO; EU,,Critical infrastructure,Health
796,Italy,EUROPE; NATO; EU,,Critical infrastructure,Chemicals
796,Italy,EUROPE; NATO; EU,,Critical infrastructure,Defence industry
796,Italy,EUROPE; NATO; EU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
796,Middle East (region),,,State institutions / political system,
796,Middle East (region),,,Critical infrastructure,Energy
796,Middle East (region),,,Critical infrastructure,Transportation
796,Middle East (region),,,Critical infrastructure,Health
796,Middle East (region),,,Critical infrastructure,Chemicals
796,Middle East (region),,,Critical infrastructure,Defence industry
796,Middle East (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
797,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
798,United States,NATO; NORTHAM,,State institutions / political system,Military
798,United States,NATO; NORTHAM,,State institutions / political system,
798,United States,NATO; NORTHAM,,International / supranational organization,
798,United States,NATO; NORTHAM,,Social groups,
798,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,United States,NATO; NORTHAM,,End user(s) / specially protected groups,
798,United States,NATO; NORTHAM,,Media,
798,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Government / ministries
798,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Military
798,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,
798,Russia,EUROPE; EASTEU; CSTO; SCO,,International / supranational organization,
798,Russia,EUROPE; EASTEU; CSTO; SCO,,Social groups,
798,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,Russia,EUROPE; EASTEU; CSTO; SCO,,End user(s) / specially protected groups,
798,Russia,EUROPE; EASTEU; CSTO; SCO,,Media,
798,Georgia,ASIA; CENTAS,,State institutions / political system,Government / ministries
798,Georgia,ASIA; CENTAS,,State institutions / political system,Military
798,Georgia,ASIA; CENTAS,,State institutions / political system,
798,Georgia,ASIA; CENTAS,,International / supranational organization,
798,Georgia,ASIA; CENTAS,,Social groups,
798,Georgia,ASIA; CENTAS,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,Georgia,ASIA; CENTAS,,End user(s) / specially protected groups,
798,Georgia,ASIA; CENTAS,,Media,
798,Armenia,ASIA; CENTAS; CSTO,,State institutions / political system,Government / ministries
798,Armenia,ASIA; CENTAS; CSTO,,State institutions / political system,Military
798,Armenia,ASIA; CENTAS; CSTO,,State institutions / political system,
798,Armenia,ASIA; CENTAS; CSTO,,International / supranational organization,
798,Armenia,ASIA; CENTAS; CSTO,,Social groups,
798,Armenia,ASIA; CENTAS; CSTO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,Armenia,ASIA; CENTAS; CSTO,,End user(s) / specially protected groups,
798,Armenia,ASIA; CENTAS; CSTO,,Media,
798,Austria,EUROPE; EU; WESTEU,,State institutions / political system,Government / ministries
798,Austria,EUROPE; EU; WESTEU,,State institutions / political system,Military
798,Austria,EUROPE; EU; WESTEU,,State institutions / political system,
798,Austria,EUROPE; EU; WESTEU,,International / supranational organization,
798,Austria,EUROPE; EU; WESTEU,,Social groups,
798,Austria,EUROPE; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,Austria,EUROPE; EU; WESTEU,,End user(s) / specially protected groups,
798,Austria,EUROPE; EU; WESTEU,,Media,
798,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
798,Turkey,ASIA; NATO; MEA,,State institutions / political system,Military
798,Turkey,ASIA; NATO; MEA,,State institutions / political system,
798,Turkey,ASIA; NATO; MEA,,International / supranational organization,
798,Turkey,ASIA; NATO; MEA,,Social groups,
798,Turkey,ASIA; NATO; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,Turkey,ASIA; NATO; MEA,,End user(s) / specially protected groups,
798,Turkey,ASIA; NATO; MEA,,Media,
798,Canada,NATO; NORTHAM,,State institutions / political system,Government / ministries
798,Canada,NATO; NORTHAM,,State institutions / political system,Military
798,Canada,NATO; NORTHAM,,State institutions / political system,
798,Canada,NATO; NORTHAM,,International / supranational organization,
798,Canada,NATO; NORTHAM,,Social groups,
798,Canada,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,Canada,NATO; NORTHAM,,End user(s) / specially protected groups,
798,Canada,NATO; NORTHAM,,Media,
798,Afghanistan,ASIA; SASIA,,State institutions / political system,Government / ministries
798,Afghanistan,ASIA; SASIA,,State institutions / political system,Military
798,Afghanistan,ASIA; SASIA,,State institutions / political system,
798,Afghanistan,ASIA; SASIA,,International / supranational organization,
798,Afghanistan,ASIA; SASIA,,Social groups,
798,Afghanistan,ASIA; SASIA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,Afghanistan,ASIA; SASIA,,End user(s) / specially protected groups,
798,Afghanistan,ASIA; SASIA,,Media,
798,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
798,Ukraine,EUROPE; EASTEU,,State institutions / political system,Military
798,Ukraine,EUROPE; EASTEU,,State institutions / political system,
798,Ukraine,EUROPE; EASTEU,,International / supranational organization,
798,Ukraine,EUROPE; EASTEU,,Social groups,
798,Ukraine,EUROPE; EASTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
798,Ukraine,EUROPE; EASTEU,,End user(s) / specially protected groups,
798,Ukraine,EUROPE; EASTEU,,Media,
799,Europe (region),,,State institutions / political system,
800,Canada,NATO; NORTHAM,,Social groups,Political opposition / dissidents / expats
800,United States,NATO; NORTHAM,,Social groups,Political opposition / dissidents / expats
800,Norway,EUROPE; NATO; NORTHEU,,Social groups,Political opposition / dissidents / expats
800,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Social groups,Political opposition / dissidents / expats
800,Germany,EUROPE; NATO; EU; WESTEU,,Social groups,Political opposition / dissidents / expats
801,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
801,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Social groups,Political opposition / dissidents / expats
801,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Media,
801,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Science,
801,United States,NATO; NORTHAM,,Social groups,Advocacy / activists (e.g. human rights organizations)
801,United States,NATO; NORTHAM,,Social groups,Political opposition / dissidents / expats
801,United States,NATO; NORTHAM,,Media,
801,United States,NATO; NORTHAM,,Science,
801,Israel,ASIA; MENA; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
801,Israel,ASIA; MENA; MEA,,Social groups,Political opposition / dissidents / expats
801,Israel,ASIA; MENA; MEA,,Media,
801,Israel,ASIA; MENA; MEA,,Science,
801,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Social groups,Advocacy / activists (e.g. human rights organizations)
801,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Social groups,Political opposition / dissidents / expats
801,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Media,
801,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Science,
802,Unknown,,,End user(s) / specially protected groups,
803,Palestine,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
